x,y,z,vx,vy,vz,ax,ay,az,phi,ident
-24025.5254,-26996.9746,-26450.9473,-100.364471,-84.6602402,-314.114746,-62.1679878,-33.3961868,-54.6971321,30503.3281,2619
-24285.2148,-27094.4297,-26007.7383,-44.5567741,-138.120056,-296.145691,-53.9975128,-84.3114243,19.4670296,41269.6016,996
-24296.0664,-27109.2363,-25995.2617,44.8175735,-96.8915558,-327.852722,51.0728836,55.6770515,-98.4584808,41531.8711,992
-25127.9648,-26007.5449,-26134.1211,13.5722141,-73.1447525,-319.575226,4.11581993,-9.65721989,-40.1674576,40174.4922,966
-24040.5391,-26153.002,-26353.7031,-26.268755,-87.1229324,-316.563843,-4.15919352,-15.404356,-29.2234764,36370.4102,2754
-24060.9238,-26184.8184,-26296.5137,12.4490728,-73.8375626,-340.73291,3.65040064,-3.37337232,-51.0424194,38027.1914,998
-24304.1582,-26246.6895,-26104.6016,16.4280319,-84.8423767,-321.014374,1.69829333,-10.1408911,-40.5215988,43255.5664,994
-23993.084,-26300.2383,-25821.7344,-14.2356892,-85.1582947,-317.714752,-0.605800748,-9.44278145,-39.310379,55227.4688,2755
-25710.9844,-25589.8848,-26570.5625,47.6235886,-102.185249,-328.536011,26.3856926,22.9904213,-8.38234043,25143.8848,669
-25705.377,-25549.7031,-26553.1406,102.369156,-68.9314651,-312.098053,16.5220432,-55.2042236,-26.0641956,25570.5879,651
-26896.7676,-24654.8535,-26833.0664,200.687881,-41.3424225,-266.687622,21.3403454,-6.02307892,-32.7461014,46767.0078,1198771
-26643.5039,-24286.5938,-26728.8789,196.171036,-15.4350576,-264.025726,21.2879009,-2.51670194,-32.8966293,44816.7773,1198775
-26256.2539,-24155.0898,-26797.0176,187.905579,-1.54278815,-275.82254,20.134676,-0.660727203,-34.9476089,35365.6055,1198995
-25829.6152,-24170.8652,-26557.4258,170.757355,3.19880462,-292.034729,15.8676109,0.0918109119,-36.6712341,35133.2539,1199006
-26545.9531,-25578.0664,-26241.3633,153.64801,-75.1797256,-270.878113,13.3123875,-6.24537182,-40.6329308,50233.875,1199001
-26571.3633,-25526.7402,-26305.3438,159.764542,-86.6608124,-282.619812,18.8576107,-16.2408867,-27.9668617,49185.5898,1199000
-25686.6953,-25575.334,-26510.8887,84.2202454,-72.2675858,-329.479279,-9.73336601,-2.17487335,-59.0066528,26670.4082,683
-25756.7148,-25587.6211,-26465.3027,63.5306244,-51.2689285,-298.542969,29.0724201,10.2651701,-34.3190308,29181.4082,655
-25857.3379,-25534.25,-26417.498,84.5811615,-20.5926533,-376.398254,32.5006142,-13.4418917,-41.0354538,33904.8125,738
-25743.4648,-25532.3086,-26427.4297,69.087265,-36.0947723,-308.952972,9.52738857,-58.8073425,26.1740742,29482.6816,665
-25744.5664,-25544.5469,-26398.375,127.069458,-101.517708,-291.738281,17.0444336,15.0567923,-130.497055,30616.1328,687
-25706.4746,-25531.7773,-26261.7871,175.771164,-88.4361038,-316.9263,13.2694216,-14.7120562,-48.0414543,37540.6719,1199005
-25759.8926,-25452.0332,-25927.3691,53.6374397,-23.8036213,-327.839783,-18.7710228,-35.1196594,39.3359451,46800.1133,742
-25764.5254,-25456.2793,-25915.1055,38.6582222,-72.8467178,-282.655029,39.550663,16.5383396,-114.599609,47205.8711,962
-25715.166,-25148.0391,-25770.5703,82.6294479,-52.9611702,-292.056122,9.52302837,-7.68223953,-35.6668701,56347.6641,724
-26803.3164,-24311.8086,-25964.1348,201.029709,-5.49984264,-246.344666,14.6035242,3.28242826,-26.6056023,66340.625,1198779
-26868.7578,-24262.7559,-25907.8789,192.817993,1.47629118,-248.20076,23.6697426,-2.49740171,-33.4384766,68964.3594,1198778
-26717.5117,-24035.1797,-25949.4414,184.862381,12.1236143,-227.291809,18.9716911,3.00312781,-25.8227158,64755.8242,1198782
-26484.4453,-24000.9043,-26167.1289,163.352539,14.8385286,-253.47493,17.2303314,1.44955766,-30.5473938,55714.2617,1199002
-25984.0859,-24135.168,-26115.2148,157.425873,7.12647486,-283.308685,14.7650614,0.794784307,-34.9776497,49954.2461,1199007
-25477.8828,-25646.0098,-26892.2344,110.108002,-90.3961258,-310.296356,-1.96630561,16.8893261,31.705019,13446.1201,1199032
-25482.502,-25633.3945,-26861.7598,126.624306,-60.3186417,-329.374481,19.4397049,-40.863102,-109.047607,14465.2607,1199018
-25524.9121,-25558.8555,-26750.9766,139.166733,-74.7805405,-312.910095,8.85571766,-15.9054556,-42.382843,20370.582,1199022
-25633.707,-25601.0723,-26622.6406,184.368011,-73.9568405,-279.229523,1.44186234,-6.14410162,-28.7012825,24253.1602,1199004
-24217.8652,-25370.1895,-27222.1426,-18.151207,-46.4967346,-373.316559,0.991251826,-18.1430283,-19.9320049,6841.10205,956
-24208.3457,-25405.9512,-27165.6309,-43.3733978,-72.5174103,-361.096954,-6.39949608,42.477169,20.5855732,5583.32959,957
-24208.4434,-25399.4766,-27153.9648,14.972661,-62.4321327,-318.772308,-1.69839239,-42.8614044,-126.018486,6047.42676,2713
-24284.5508,-25276.4609,-27075.7676,-24.166605,-41.1531525,-339.824524,2.21502829,-10.6903114,-46.5886383,12427.002,2712
-24598.9707,-24949.1094,-27264.834,2.24099517,-34.3002548,-367.75116,0.899638891,-5.78678846,-45.50877,5156.41064,953
-25235.6953,-24493.9727,-27089.0801,23.1807785,0.238980874,-362.714417,10.4803391,-1.1540128,-45.3943939,11737.3262,925
-25532.0645,-24143.5859,-27025.4082,191.978409,4.24402761,-309.664825,18.2377529,0.661660433,-41.6374359,16294.6924,1198999
-25372.1504,-24159.7871,-26982.6191,158.334564,8.434268,-335.498627,11.3354206,1.22108352,-43.9073601,15999.3691,1199034
-25189.2383,-24046.1094,-27350.5566,149.84549,16.5104122,-375.130646,13.4186745,3.06719303,-50.8253288,625.264038,1199038
-25558.8652,-25600.2285,-26392.6582,85.6664658,-49.2260284,-326.306244,-0.715007067,-10.6417141,-37.5173721,31621.377,1199037
-25579.2441,-25671.0156,-26264.6484,155.119797,-34.1033897,-343.274323,-62.3742294,126.080856,74.3153076,30289.2012,1199023
-25582.5703,-25655.7383,-26258.334,125.671219,-140.361084,-352.147156,-16.6611614,-144.549377,-20.35742,29912.418,1199019
-25589.1777,-25663.0586,-26248.291,79.0593338,-19.0986214,-286.636444,95.643074,3.41895151,-189.323776,30627.9746,1199033
-24640.5898,-25008.4414,-26336.5996,9.71043682,-28.9652882,-328.422272,3.57468724,-4.47548199,-40.1749687,36878.2773,1008
-23966.875,-25240.5605,-26320.1562,-9.35435581,-42.9212532,-327.421356,4.96224833,-10.1174841,-44.8627129,40199.3203,1012
-25659.9062,-24722.1133,-26343.502,64.7134476,11.0611839,-318.44455,12.5866613,26.4313107,-26.0339489,36932.6406,701
-25662.6406,-24654.9941,-26323.9238,67.8630295,-26.8260326,-273.014801,23.1335087,82.4234924,106.825485,33408.0586,697
-25650.293,-24609.7793,-26329.1016,63.4286118,-41.806263,-278.16333,-8.67671108,-73.0657043,-1.12563002,35715.6992,976
-25444.3457,-24632.7539,-26322.1445,88.6777344,2.29589295,-329.956726,7.1365881,-0.981425405,-38.1901131,37416.6719,921
-25659.6562,-24644.873,-26304.5469,69.5288696,-3.08013177,-381.160187,-52.2790184,-11.8193455,-76.3980179,32255.6562,756
-25669.9766,-24641.5176,-26291.082,18.6628208,-30.7195454,-309.192322,93.3490067,-38.9812431,-190.578339,34345.4414,752
-25341.5391,-24565.6152,-26320.752,9.09845066,-6.99755096,-325.373108,3.03759575,-4.78114891,-38.6748238,37374.6328,980
-25524.0117,-24041.5156,-26053.9668,161.627197,35.5190277,-299.43869,-84.499115,-12.669713,-31.3815632,44655.8555,1199039
-25552.3594,-24046.0527,-26052.2656,100.23539,-3.98929739,-290.073181,105.099342,16.7329102,-42.485508,44908.4688,1199035
-26798.7793,-26964.7734,-24886.4824,127.243179,-123.035027,-222.920242,11.0020761,-15.6859646,-27.5130348,83410.2031,1199040
-25934.252,-27106.6895,-25580.625,58.8849869,-106.084251,-268.170898,19.8830814,-10.5488844,-31.5442219,54486.0586,736
-25873.5176,-27075.6504,-25565.3496,66.5159378,-147.883469,-281.104431,-2.85731173,-21.6957188,-37.1941528,54746.0547,708
-25982.0488,-26637.8418,-25070.8145,44.7058372,-76.4286957,-212.314667,88.793335,35.2997475,7.08384323,68838.1094,704
-25967.6816,-26629.7754,-25064.6836,127.038979,-99.1764984,-259.975189,-71.8173904,-57.6946335,-65.0520554,68933.5312,1199076
-26551.8145,-26413.2578,-25067.7754,139.809189,-104.623146,-233.941406,12.0798931,-12.959631,-28.7561436,78810.8594,1199042
-25842.5078,-26374.1094,-24930.9219,138.54245,-102.70446,-240.743332,-5.40312386,-9.02178192,-23.3387394,74674.8672,1199046
-25843.4199,-26454.3613,-24923.5527,100.585503,-95.257431,-232.777328,3.99521661,1.37456131,-29.8760662,75134.3359,1199044
-25883.9551,-26330.2734,-24913.4941,116.697754,-63.3548889,-216.534485,17.3746376,-24.2515469,-32.5502892,75663.5156,1199072
-25951.8496,-25846.4609,-25243.2285,101.797386,-61.286377,-231.903946,10.3921213,-2.40189981,-20.26861,69254.875,706
-25967.5078,-25791.2441,-25167.4238,-11.5177202,-69.892128,-267.469666,27.5538673,-5.35125494,-17.646347,70705.7188,739
-25932.5059,-25766.5938,-25123.6895,64.4109268,-57.0230751,-257.866608,61.0897713,-56.6145058,3.84387684,70505.25,743
-25911.1816,-25780.5039,-25106.2324,30.0813179,-76.9554749,-282.43692,-57.2763329,27.1798382,-89.2220306,71092.4688,963
-25862.0605,-26003.6895,-24988.2539,87.9371185,-90.8436737,-231.263184,12.1891527,-32.5947914,-15.3913403,74710.1562,1199078
-25851.0488,-26042.0957,-24963.0352,105.377892,-66.197876,-241.80719,-1.12882102,11.4327421,-44.1046219,75213.9609,1199074
-27066.9531,-27153.6504,-24134.9961,111.812195,-135.995102,-192.238541,9.65928555,-17.115448,-23.1085224,103670.969,1199041
-26014.5762,-26973.2871,-24408.5625,127.35685,-118.594742,-221.939453,-13.1251078,-106.449486,1.09070837,85304.1875,705
-26018.2695,-26988.709,-24403.8672,35.9371338,-129.976929,-207.914673,26.2031136,74.8671799,-53.5792427,85347.0703,1199077
-25975.8008,-27336.6523,-24163.0469,77.6061935,-129.335342,-212.784592,74.8369522,-78.2374649,-48.5898819,90040.4688,712
-25953.8535,-27355.084,-24170.416,84.8167725,-198.004898,-237.017136,-64.6838837,36.5544624,-2.39655423,89603.7109,1199084
-26760.0566,-26397.418,-24098.7461,124.073273,-105.808243,-194.56427,10.1498756,-13.1507063,-23.6627007,105866.5,1199043
-26110.1855,-26179.3066,-24670.2461,111.270378,-116.094833,-223.785721,20.3897171,-6.69809914,-34.2055435,84574.2812,711
-26025.377,-26117.5723,-24743.2148,65.1787949,-68.5946198,-216.847488,38.1264267,-41.0174294,131.345245,78181.6797,1199075
-26023.125,-26117.2305,-24723.334,68.4123764,-152.578522,-283.6091,35.3453026,-102.804008,-82.8243256,77378.1641,1199079
-26014.6914,-26134.0469,-24713.2559,124.965202,-57.1324768,-244.746765,-53.7153854,99.894249,-131.266769,78915.8906,707
-25908.5566,-26373.9395,-24530.1387,87.1589813,-62.8876228,-210.379166,20.561739,56.1260834,1.27500916,85040.0312,1199047
-25903.6895,-26345.9355,-24512.791,143.016129,-93.2759171,-236.285751,-3.16876125,-76.4309845,-76.7734375,85734.8125,1199073
-25875.5781,-26361.2891,-24599.6758,104.088783,-87.9265518,-273.64325,-1.75552773,-10.5044575,-14.8109436,84236.3281,1199045
-25857.5117,-26183.5664,-24098.5488,3.5642395,-85.6096725,-219.38063,3.45498776,-10.0129375,-25.6093636,99823.1094,970
-26170.8887,-25974.2539,-24027.4141,32.7013512,-54.9320602,-168.629105,61.1121483,-0.733472943,8.00153351,101009.172,718
-26128.043,-25966.6328,-24006.2402,90.2925949,-54.5598679,-221.214676,-11.7791004,-5.7559247,47.8516541,97839.7344,746
-26137.1816,-25965.877,-23991.0449,4.82858706,-43.9025764,-266.489441,72.3050461,-16.1157818,-138.359467,98812.9766,750
-26086.6465,-25966.0859,-24009.6504,83.4212036,-128.927963,-190.0961,6.19866133,53.6812363,-2.48773289,98996.6328,1199082
-26066.4414,-25945.8867,-24006.0078,79.3627167,-119.502136,-212.450912,-88.5990601,-86.7865295,-35.2224503,100100.453,714
-24318.5664,-27356.832,-25292.1191,-12.6524982,-131.3004,-278.22406,-1.70397818,-14.9141684,-34.4129982,65932.1172,997
-24492.1914,-27276.2363,-25114.043,4.83439732,-131.530228,-270.717773,0.157487154,-15.2237177,-33.6437645,70419.4688,993
-25044.9863,-26181.7539,-25114.5508,10.014677,-84.138916,-268.879639,2.45335245,-10.4396544,-32.5896072,72162.8672,967
-24481.043,-26389.5391,-25307.3066,8.2486124,-93.2654648,-288.053497,0.951866746,-10.8454599,-35.6076927,67921.625,995
-24388.4453,-26385.0254,-25537.9863,-7.50119448,-91.9557266,-294.119507,0.302961767,-10.7007103,-35.8156471,61181.8359,999
-25018.1562,-26385.7539,-24079.5762,7.80373573,-98.5888519,-217.793625,1.75071609,-11.8746653,-25.823534,100692.164,974
-27116.2852,-25389.3965,-25076.7871,146.21756,-67.4743195,-229.331177,14.0402031,-9.09016132,-27.4935246,91529.5078,1198836
-26649.3008,-25326.1914,-25245.4434,143.494492,-61.0666237,-243.111298,13.4052992,-8.44031334,-29.365694,80586.3359,1199056
-25807.6953,-25602.7168,-25266.0488,142.676285,-87.4751282,-254.90419,12.2659492,12.1453743,-32.9457359,67382.2734,1199092
-25740.002,-25592.7324,-25258.916,120.478706,-63.8603668,-257.152557,-16.2194462,-3.55747795,-22.3170757,67733.7891,1199088
-25833.1016,-25562.2285,-25286.0195,73.6390305,-92.9691467,-254.766571,27.76194,-31.0535583,-16.5853634,67621.5156,720
-25757.1445,-25560.3711,-25204.0039,96.8900986,-82.2030945,-252.046509,2.15246415,-21.3819389,-51.9263992,69782.9453,1199060
-27206.084,-24435.7773,-25069.0547,165.563644,-23.5306721,-226.010162,15.7914124,-3.42212391,-26.7597885,96423.8125,1198834
-25862.0996,-24752.1133,-25265.9492,30.559391,-27.9685688,-255.160812,18.3741932,-7.14311838,-22.1348324,72101.7969,977
-25919.8887,-24065.2207,-25413.25,144.663208,12.2750301,-260.886078,11.5131168,1.75495207,-32.106144,69385.6641,1199062
-25803.2363,-24770.0098,-25205.748,65.2507248,-26.1229916,-268.010315,22.8866215,-48.1099243,22.1077213,71914.625,757
-25795.002,-24789.7344,-25180.2812,43.5679855,-15.044589,-281.934937,-12.9264326,43.365696,-93.9345245,72729.4922,753
-25969.9492,-24908.1133,-24702.957,74.4100037,-35.9728813,-232.611023,9.12340546,-5.08954144,-27.7347355,88943.375,725
-25864.5938,-25400.8828,-24090.5488,118.089401,-54.877594,-211.246231,5.7407155,-6.69077587,-26.328146,103186.641,1199061
-25972.666,-25162.1348,-24350.3027,72.3644791,-58.4631882,-202.746109,32.0487022,-19.7879448,-14.5705805,96054.9141,721
-25918.6094,-25204.0605,-24313.1582,96.6581879,-26.2979145,-232.12558,-22.1165123,67.2645721,-97.6545715,95240.4609,1199089
-25924.8809,-25184.9473,-24331.9473,108.79438,-59.06567,-207.725388,12.935605,-66.4516144,34.5091858,94521.7344,1199093
-26020.9238,-24603.5586,-24088.2969,22.4518547,-7.26906443,-202.854263,36.0507774,-1.62199318,1.73881102,103431.898,760
-25964.0449,-24601.3867,-24080.252,12.3090706,-11.1040907,-233.460663,-25.5867023,-3.83540702,-11.4932022,103374.844,764
-26002.0742,-24603.1016,-24041.4473,63.1180496,-9.89009857,-191.571381,13.7805624,-2.00993466,-61.13134,104391.977,984
-24725.2578,-25170.4121,-25297.2734,5.19152117,-36.2145729,-281.957703,2.79913664,-4.843256,-34.1001663,70037.0312,1009
-24178.8145,-25184.5137,-25567.7793,0.711724281,-35.6087914,-300.706512,1.27921128,-4.43514919,-36.5824928,64281.5195,1013
-25260.9863,-24807.7012,-25303.0664,12.7582664,-18.24753,-279.252319,5.34393883,-3.3545711,-33.1460571,69573.3203,981
-25259.459,-24952.3379,-24272.791,7.36632299,-26.1125565,-230.950638,3.58548689,-3.97927904,-26.9701004,98739.9766,988
-24681.8125,-25327.6465,-24188.0547,3.64768171,-46.1835365,-227.428482,1.91633415,-5.65493202,-26.948391,102124.234,1016
-24361.7637,-25312.0547,-24092.3965,-8.95868015,-45.2326546,-224.533707,0.138206229,-5.37348318,-26.8796463,106582.758,1020
-23881.8555,-27111.5762,-27052.7715,-137.530655,-38.9649315,-263.795258,-14.7288837,-7.72980022,-39.6186256,12511.0801,2379
-23751.2168,-26986.6484,-27160.6719,-134.291748,-58.2530937,-269.904449,-15.8454504,-9.05986309,-39.1212006,10786.6631,2393
-23421.4492,-27188.2461,-27272.6055,-198.174561,-2.3275888,-246.687881,-15.9260111,-6.59021711,-39.5513535,12641.3779,615642
-23270.3633,-27311.0332,-27366.8086,-149.196945,-1.03187931,-280.195221,-22.8650532,-2.45256472,-36.9008598,13540.9922,2381
-23153.7676,-27038.1777,-27378.1426,-135.698639,-25.6964149,-231.706268,-17.7142105,-3.19659734,-32.1792984,13564.7314,2382
-23142.2617,-26791.3691,-27100.623,-126.763306,-5.49606466,-281.24176,-0.933092833,-19.2103615,-22.6318874,17163.6934,615643
-23126.0469,-26871.668,-27031.4082,-155.494278,11.07971,-199.119995,27.7787952,-29.2912445,-23.0326271,16803.3633,2409
-23890.168,-27284.0039,-26841.5117,-158.015808,-103.951881,-292.199982,40.1528702,-30.9640484,16.1340714,15486.9453,2833
-23900.3652,-27296.3379,-26819.2734,-120.038269,-21.7060947,-274.585022,41.4186478,49.5948448,-134.610229,17348.3887,2818
-23862.7051,-27278.3125,-26848.209,-136.4785,-36.8972054,-313.709503,-123.707703,-30.0622292,-5.26697016,16829.2578,2832
-23883.2695,-27146.668,-26812.1289,-129.258286,-41.6008492,-285.013763,-13.4065123,-15.4939394,-44.2347565,20045.5762,2819
